date,home_team,away_team,home_score,away_score,tournament,country,neutral
21/05/1967,Ireland,Czechoslovakia,0,2,European Championship qual,Ireland,FALSE
24/05/1967,Ghana,DR Congo,2,0,Friendly,Ghana,FALSE
24/05/1967,England,Spain,2,0,Friendly,England,FALSE
24/05/1967,Denmark,Hungary,0,2,European Championship qual,Denmark,FALSE
24/05/1967,Switzerland,Romania,7,1,European Championship qual,Switzerland,FALSE
25/05/1967,Hong Kong,Scotland,1,4,Friendly,Hong Kong,FALSE
27/05/1967,Haiti,Dominican Republic,6,0,Olympic Games qualifier,Haiti,FALSE
27/05/1967,Suriname,Trinidad and Tobago,5,2,Olympic Games qualifier,Suriname,FALSE
27/05/1967,Austria,England,0,1,Friendly,Austria,FALSE
28/05/1967,Australia,Scotland,0,1,Friendly,Australia,FALSE
28/05/1967,Soviet Union,Mexico,2,0,Friendly,Soviet Union,FALSE
31/05/1967,Australia,Scotland,1,2,Friendly,Australia,FALSE
31/05/1967,Spain,Turkey,2,0,European Championship qual,Spain,FALSE
01/06/1967,Sweden,Portugal,1,1,European Championship qual,Sweden,FALSE
01/06/1967,Finland,Norway,0,2,Nordic Championship,Finland,FALSE
03/06/1967,Australia,Scotland,0,2,Friendly,Australia,FALSE
03/06/1967,France,Soviet Union,2,4,Friendly,France,FALSE
04/06/1967,Uganda,Egypt,0,1,African Nations Cup qualifier,Uganda,FALSE
04/06/1967,Denmark,East Germany,1,1,European Championship qual,Denmark,FALSE
08/06/1967,Norway,Portugal,1,2,European Championship qual,Norway,FALSE
11/06/1967,Soviet Union,Austria,4,3,European Championship qual,Soviet Union,FALSE
11/06/1967,Sweden,Bulgaria,0,2,European Championship qual,Sweden,FALSE
18/06/1967,Gabon,Guinea,0,0,Olympic Games qualifier,Gabon,FALSE
18/06/1967,Czechoslovakia,Turkey,3,0,European Championship qual,Czechoslovakia,FALSE
22/06/1967,Uganda,Zambia,1,3,Friendly tournament,Uganda,FALSE
25/06/1967,Uruguay,Brazil,0,0,Rio Branco Cup,Uruguay,FALSE
25/06/1967,Denmark,Sweden,1,1,Nordic Championship,Denmark,FALSE
25/06/1967,Romania,Italy,0,1,European Championship qual,Romania,FALSE
28/06/1967,Uruguay,Brazil,2,2,Rio Branco Cup,Uruguay,FALSE
29/06/1967,Norway,Bulgaria,0,0,European Championship qual,Norway,FALSE
30/06/1967,Ghana,Sierra Leone,1,1,Friendly,Ghana,FALSE
01/07/1967,Curaçao,Bonaire,2,0,Friendly,Curaçao,FALSE
01/07/1967,Uruguay,Brazil,1,1,Rio Branco Cup,Uruguay,FALSE
02/07/1967,Senegal,Liberia,4,1,African Nations Cup qualifier,Senegal,FALSE
02/07/1967,Curaçao,Bonaire,1,0,Friendly,Curaçao,FALSE
08/07/1967,Tanzania,Zambia,2,1,Friendly,Tanzania,FALSE
08/07/1967,Dahomey,Ghana,2,1,Friendly,Dahomey,FALSE
08/07/1967,Aruba,Bonaire,4,0,Friendly,Aruba,FALSE
09/07/1967,Guinea,Gabon,6,1,Olympic Games qualifier,Guinea,FALSE
09/07/1967,Aruba,Bonaire,1,2,Friendly,Aruba,FALSE
16/07/1967,Soviet Union,Greece,4,0,European Championship qual,Soviet Union,FALSE
27/07/1967,Bermuda,Cuba,1,1,Panamerican Games,Canada,TRUE
28/07/1967,Peru,Japan,1,0,Friendly,Peru,FALSE
28/07/1967,Taiwan,Philippines,9,0,Asian Cup qualifier,Taiwan,FALSE
28/07/1967,Peru,Uruguay,0,1,Friendly,Peru,FALSE
28/07/1967,Poland,Soviet Union,0,1,Olympic Games qualifier,Poland,FALSE
29/07/1967,Indonesia,South Korea,1,1,Asian Cup qualifier,Taiwan,TRUE
30/07/1967,Peru,Japan,0,0,Friendly,Peru,FALSE
30/07/1967,Taiwan,Japan,2,2,Asian Cup qualifier,Taiwan,FALSE
30/07/1967,Guyana,Suriname,2,2,Friendly,Guyana,FALSE
30/07/1967,Peru,Uruguay,1,2,Friendly,Peru,FALSE
31/07/1967,Guyana,Suriname,0,1,Friendly,Guyana,FALSE
31/07/1967,Bermuda,Trinidad and Tobago,3,1,Panamerican Games,Canada,TRUE
01/08/1967,Japan,South Korea,2,1,Asian Cup qualifier,Taiwan,TRUE
01/08/1967,Indonesia,Philippines,6,0,Asian Cup qualifier,Taiwan,TRUE
01/08/1967,Mauritania,Tanzania,1,1,Friendly,Mauritania,FALSE
01/08/1967,Niger,Upper Volta,2,3,Friendly,Niger,FALSE
02/08/1967,Tanzania,Mauritius,1,0,African Nations Cup qualifier,Tanzania,FALSE
02/08/1967,DR Congo,Ethiopia,1,0,Friendly,DR Congo,FALSE
02/08/1967,Guyana,Suriname,0,2,Friendly,Guyana,FALSE
03/08/1967,Japan,Philippines,2,0,Asian Cup qualifier,Taiwan,TRUE
03/08/1967,Taiwan,Indonesia,3,2,Asian Cup qualifier,Taiwan,FALSE
04/08/1967,Soviet Union,Poland,2,1,Olympic Games qualifier,Soviet Union,FALSE
05/08/1967,South Korea,Philippines,7,0,Asian Cup qualifier,Taiwan,TRUE
06/08/1967,Japan,Indonesia,2,1,Asian Cup qualifier,Taiwan,TRUE
07/08/1967,Taiwan,South Korea,1,0,Asian Cup qualifier,Taiwan,FALSE
10/08/1967,Hong Kong,Thailand,1,0,Independence Tournament,Malaysia,TRUE
10/08/1967,Sweden,Finland,2,0,Nordic Championship,Sweden,FALSE
11/08/1967,South Korea,Indonesia,3,1,Independence Tournament,Malaysia,TRUE
11/08/1967,Singapore,Taiwan,3,3,Independence Tournament,Malaysia,TRUE
12/08/1967,India,Thailand,1,1,Independence Tournament,Malaysia,TRUE
12/08/1967,South Vietnam,Hong Kong,5,0,Independence Tournament,Malaysia,TRUE
13/08/1967,Indonesia,Singapore,4,1,Independence Tournament,Malaysia,TRUE
13/08/1967,South Korea,Burma,1,0,Independence Tournament,Malaysia,TRUE
13/08/1967,Malaysia,Hong Kong,3,0,Independence Tournament,Malaysia,FALSE
13/08/1967,DR Congo,Sudan,2,1,African Nations Cup qualifier,Uganda,TRUE
15/08/1967,Indonesia,Taiwan,2,1,Independence Tournament,Malaysia,TRUE
15/08/1967,Malaysia,South Vietnam,1,1,Independence Tournament,Malaysia,FALSE
15/08/1967,Burma,Singapore,3,0,Independence Tournament,Malaysia,TRUE
15/08/1967,Chile,Argentina,1,0,Friendly,Chile,FALSE
16/08/1967,India,Hong Kong,4,0,Independence Tournament,Malaysia,TRUE
16/08/1967,Mauritius,Tanzania,1,1,African Nations Cup qualifier,Mauritius,FALSE
16/08/1967,Senegal,Guinea,2,1,African Nations Cup qualifier,Senegal,FALSE
18/08/1967,South Korea,Taiwan,2,1,Independence Tournament,Malaysia,TRUE
19/08/1967,Burma,Indonesia,5,0,Independence Tournament,Malaysia,TRUE
19/08/1967,Malaysia,India,0,0,Independence Tournament,Malaysia,FALSE
19/08/1967,South Vietnam,Thailand,5,2,Independence Tournament,Malaysia,TRUE
20/08/1967,South Vietnam,India,1,0,Independence Tournament,Malaysia,TRUE
20/08/1967,South Korea,Singapore,3,0,Independence Tournament,Malaysia,TRUE
20/08/1967,Taiwan,Burma,2,1,Independence Tournament,Malaysia,TRUE
20/08/1967,Malaysia,Thailand,1,0,Independence Tournament,Malaysia,FALSE
22/08/1967,India,Taiwan,1,1,Independence Tournament,Malaysia,TRUE
22/08/1967,Burma,South Vietnam,3,0,Independence Tournament,Malaysia,TRUE
22/08/1967,Mexico,Argentina,2,1,Friendly,Mexico,FALSE
23/08/1967,Hong Kong,Indonesia,2,1,Independence Tournament,Malaysia,TRUE
23/08/1967,Malaysia,South Korea,1,3,Independence Tournament,Malaysia,FALSE
23/08/1967,Denmark,Iceland,14,2,Friendly,Denmark,FALSE
25/08/1967,Malaysia,South Vietnam,1,2,Independence Tournament,Malaysia,FALSE
25/08/1967,Taiwan,Hong Kong,4,2,Independence Tournament,Malaysia,TRUE
26/08/1967,Indonesia,India,3,0,Independence Tournament,Malaysia,TRUE
26/08/1967,Burma,South Korea,0,0,Independence Tournament,Malaysia,TRUE
28/08/1967,Singapore,South Vietnam,1,0,Friendly,Singapore,FALSE
30/08/1967,Soviet Union,Finland,2,0,European Championship qual,Soviet Union,FALSE
31/08/1967,DR Congo,Mali,2,2,Friendly,DR Congo,FALSE
01/09/1967,DR Congo,Ghana,2,0,Friendly,DR Congo,FALSE
03/09/1967,Norway,Sweden,3,1,European Championship qual,Norway,FALSE
06/09/1967,Austria,Hungary,1,3,Friendly,Austria,FALSE
06/09/1967,Finland,Soviet Union,2,5,European Championship qual,Finland,FALSE
08/09/1967,Tunisia,Libya,3,0,Mediterranean Games,Tunisia,FALSE
12/09/1967,Algeria,Morocco,3,1,Mediterranean Games,Tunisia,TRUE
13/09/1967,Netherlands,East Germany,1,0,European Championship qual,Netherlands,FALSE
17/09/1967,DR Congo,Tanzania,1,0,African Nations Cup qualifier,DR Congo,FALSE
17/09/1967,Poland,France,1,4,European Championship qual,Poland,FALSE
19/09/1967,Chile,Brazil,0,1,Friendly,Chile,FALSE
24/09/1967,Niger,Libya,2,2,Olympic Games qualifier,Niger,FALSE
24/09/1967,Austria,Finland,2,1,European Championship qual,Austria,FALSE
24/09/1967,Norway,Denmark,0,5,Nordic Championship,Norway,FALSE
27/09/1967,Japan,Philippines,15,0,Olympic Games qualifier,Japan,FALSE
27/09/1967,Hungary,East Germany,3,1,European Championship qual,Hungary,FALSE
27/09/1967,West Germany,France,5,1,Friendly,West Germany,FALSE
28/09/1967,Lebanon,South Vietnam,1,1,Olympic Games qualifier,Japan,TRUE
28/09/1967,South Korea,Taiwan,4,2,Olympic Games qualifier,Japan,TRUE
28/09/1967,Ghana,Nigeria,1,1,Friendly,Ghana,FALSE
30/09/1967,Japan,Taiwan,4,0,Olympic Games qualifier,Japan,FALSE
30/09/1967,Kenya,Uganda,3,1,East, and Central African Cup,TRUE
01/10/1967,South Vietnam,Philippines,10,0,Olympic Games qualifier,Japan,TRUE
01/10/1967,South Korea,Lebanon,2,0,Olympic Games qualifier,Japan,TRUE
01/10/1967,Ghana,Upper Volta,5,2,Friendly,Ghana,FALSE
01/10/1967,Soviet Union,Switzerland,2,2,Friendly,Soviet Union,FALSE
01/10/1967,Czechoslovakia,Spain,1,0,European Championship qual,Czechoslovakia,FALSE
03/10/1967,Japan,Lebanon,3,1,Olympic Games qualifier,Japan,FALSE
03/10/1967,Taiwan,Philippines,7,2,Olympic Games qualifier,Japan,TRUE
03/10/1967,Uganda,Tanganyika,2,1,East, and Central African Cup,TRUE
04/10/1967,South Korea,South Vietnam,3,0,Olympic Games qualifier,Japan,TRUE
04/10/1967,Kenya,Zanzibar,6,0,East, and Central African Cup,TRUE
04/10/1967,Greece,Austria,4,1,European Championship qual,Greece,FALSE
04/10/1967,Denmark,Netherlands,3,2,European Championship qual,Denmark,FALSE
06/10/1967,Lebanon,Philippines,11,1,Olympic Games qualifier,Japan,TRUE
06/10/1967,Uganda,Zanzibar,2,0,East, and Central African Cup,TRUE
07/10/1967,Japan,South Korea,3,3,Olympic Games qualifier,Japan,FALSE
07/10/1967,South Vietnam,Taiwan,3,0,Olympic Games qualifier,Japan,TRUE
07/10/1967,Singapore,Hong Kong,4,0,Friendly,Singapore,FALSE
07/10/1967,West Germany,Yugoslavia,3,1,European Championship qual,West Germany,FALSE
08/10/1967,Singapore,Hong Kong,2,0,Friendly,Singapore,FALSE
08/10/1967,Costa Rica,Haiti,3,1,Olympic Games qualifier,Costa Rica,FALSE
08/10/1967,Belgium,Poland,2,4,European Championship qual,Belgium,FALSE
08/10/1967,Bulgaria,Soviet Union,1,2,Friendly,Bulgaria,FALSE
09/10/1967,South Korea,Philippines,5,0,Olympic Games qualifier,Japan,TRUE
09/10/1967,Lebanon,Taiwan,5,2,Olympic Games qualifier,Japan,TRUE
09/10/1967,Kenya,Tanganyika,5,3,East, and Central African Cup,TRUE
10/10/1967,Japan,South Vietnam,1,0,Olympic Games qualifier,Japan,FALSE
10/10/1967,Tanzania,DR Congo,0,1,African Nations Cup qualifier,Tanzania,FALSE
10/10/1967,Zanzibar,Tanganyika,3,0,East, and Central African Cup,TRUE
10/10/1967,El Salvador,Haiti,2,0,Friendly,El Salvador,FALSE
11/10/1967,East Germany,Denmark,3,2,European Championship qual,East Germany,FALSE
13/10/1967,Paraguay,Argentina,1,1,Friendly,Paraguay,FALSE
14/10/1967,Sierra Leone,Nigeria,1,1,Friendly,Sierra Leone,FALSE
15/10/1967,Austria,Soviet Union,1,0,European Championship qual,Austria,FALSE
21/10/1967,Ghana,Nigeria,2,1,Azikwe Cup,Ghana,FALSE
21/10/1967,Northern Ireland,Scotland,1,0,Euro Ch q & British Ch,Northern Ireland,FALSE
21/10/1967,Wales,England,0,3,Euro Ch q & British Ch,Wales,FALSE
22/10/1967,El Salvador,Guatemala,0,1,Friendly,El Salvador,FALSE
22/10/1967,Denmark,Finland,3,0,Nordic Championship,Denmark,FALSE
22/10/1967,Spain,Czechoslovakia,2,1,European Championship qual,Spain,FALSE
28/10/1967,France,Belgium,1,1,European Championship qual,France,FALSE
29/10/1967,Uganda,Ethiopia,2,3,Friendly,Uganda,FALSE
29/10/1967,El Salvador,Costa Rica,3,1,Friendly,El Salvador,FALSE
29/10/1967,East Germany,Hungary,1,0,European Championship qual,East Germany,FALSE
29/10/1967,Poland,Romania,0,0,Friendly,Poland,FALSE
31/10/1967,Greece,Soviet Union,0,1,European Championship qual,Greece,FALSE
31/10/1967,Trinidad and Tobago,Martinique,2,2,Friendly,Trinidad and Tobago,FALSE
31/10/1967,Trinidad and Tobago,Martinique,3,2,Friendly,Trinidad and Tobago,FALSE
01/11/1967,Netherlands,Yugoslavia,1,2,Friendly,Netherlands,FALSE
01/11/1967,Italy,Cyprus,5,0,European Championship qual,Italy,FALSE
04/11/1967,South Vietnam,Singapore,2,0,Vietnam Independence Cup,South Vietnam,FALSE
04/11/1967,Malaysia,Thailand,3,2,Vietnam Independence Cup,South Vietnam,TRUE
05/11/1967,Australia,New Zealand,5,3,Vietnam Independence Cup,South Vietnam,TRUE
05/11/1967,South Korea,Hong Kong,1,0,Vietnam Independence Cup,South Vietnam,TRUE
05/11/1967,Nigeria,Sudan,1,0,Olympic Games qualifier,Nigeria,FALSE
05/11/1967,Morocco,Tunisia,1,1,Olympic Games qualifier,Morocco,FALSE
05/11/1967,El Salvador,Guatemala,1,3,Friendly,El Salvador,FALSE
05/11/1967,Austria,Greece,1,1,European Championship qual,Austria,FALSE
05/11/1967,Sweden,Norway,5,2,Euro Ch q & Nordic Ch,Sweden,FALSE
07/11/1967,South Vietnam,Australia,0,1,Vietnam Independence Cup,South Vietnam,FALSE
07/11/1967,South Korea,Thailand,3,1,Vietnam Independence Cup,South Vietnam,TRUE
08/11/1967,Malaysia,Hong Kong,2,0,Vietnam Independence Cup,South Vietnam,TRUE
08/11/1967,New Zealand,Singapore,3,1,Vietnam Independence Cup,South Vietnam,TRUE
08/11/1967,Chile,Argentina,3,1,Friendly,Chile,FALSE
08/11/1967,New Caledonia,New Zealand,4,0,Friendly tournament,New Caledonia,FALSE
08/11/1967,Switzerland,Cyprus,5,0,European Championship qual,Switzerland,FALSE
10/11/1967,South Vietnam,New Zealand,5,1,Vietnam Independence Cup,South Vietnam,FALSE
10/11/1967,Thailand,Hong Kong,5,1,Vietnam Independence Cup,South Vietnam,TRUE
11/11/1967,Australia,Singapore,5,1,Vietnam Independence Cup,South Vietnam,TRUE
11/11/1967,South Korea,Malaysia,2,1,Vietnam Independence Cup,South Vietnam,TRUE
12/11/1967,Australia,Malaysia,1,0,Vietnam Independence Cup,South Vietnam,TRUE
12/11/1967,Burma,India,2,0,Asian Cup qualifier,Burma,FALSE
12/11/1967,South Vietnam,South Korea,0,3,Vietnam Independence Cup,South Vietnam,FALSE
12/11/1967,Rhodesia,Malawi,1,0,Friendly,Rhodesia,FALSE
12/11/1967,Libya,Algeria,1,1,Olympic Games qualifier,Libya,FALSE
12/11/1967,Bulgaria,Sweden,3,0,European Championship qual,Bulgaria,FALSE
12/11/1967,Portugal,Norway,2,1,European Championship qual,Portugal,FALSE
12/11/1967,Yugoslavia,Albania,4,0,European Championship qual,Yugoslavia,FALSE
13/11/1967,Cambodia,Pakistan,1,0,Asian Cup qualifier,Burma,TRUE
14/11/1967,Australia,South Korea,3,2,Vietnam Independence Cup,South Vietnam,TRUE
14/11/1967,South Vietnam,Malaysia,4,1,Vietnam Independence Cup,South Vietnam,FALSE
15/11/1967,India,Pakistan,1,1,Asian Cup qualifier,Burma,TRUE
15/11/1967,Turkey,Czechoslovakia,0,0,European Championship qual,Turkey,FALSE
16/11/1967,Burma,Cambodia,1,0,Asian Cup qualifier,Burma,FALSE
16/11/1967,Malaysia,New Zealand,2,8,Friendly,Malaysia,FALSE
17/11/1967,Indonesia,Australia,0,2,Friendly,Indonesia,FALSE
18/11/1967,Cambodia,India,3,1,Asian Cup qualifier,Burma,TRUE
18/11/1967,Switzerland,Italy,2,2,European Championship qual,Switzerland,FALSE
18/11/1967,East Germany,Romania,1,0,Olympic Games qualifier,East Germany,FALSE
19/11/1967,Burma,Pakistan,2,0,Asian Cup qualifier,Burma,FALSE
19/11/1967,Sudan,Nigeria,2,1,Olympic Games qualifier,Sudan,FALSE
21/11/1967,Singapore,Australia,1,6,Friendly,Singapore,FALSE
22/11/1967,Scotland,Wales,3,2,Euro Ch q & British Ch,Scotland,FALSE
22/11/1967,England,Northern Ireland,2,0,Euro Ch q & British Ch,England,FALSE
22/11/1967,Belgium,Luxembourg,3,0,European Championship qual,Belgium,FALSE
22/11/1967,Romania,West Germany,1,0,Friendly,Romania,FALSE
22/11/1967,Czechoslovakia,Ireland,1,2,European Championship qual,Czechoslovakia,FALSE
24/11/1967,Dahomey,DR Congo,2,5,Friendly,Dahomey,FALSE
25/11/1967,Pakistan,Iran,0,2,Friendly tournament,Pakistan,FALSE
25/11/1967,Rhodesia,Mauritius,1,2,Friendly,Rhodesia,FALSE
25/11/1967,Trinidad and Tobago,Jamaica,1,0,Friendly tournament,Trinidad and Tobago,FALSE
26/11/1967,Malaysia,Australia,0,4,Friendly,Malaysia,FALSE
26/11/1967,Turkey,Iran,1,0,Friendly tournament,Pakistan,TRUE
26/11/1967,Rhodesia,Mauritius,2,3,Friendly,Rhodesia,FALSE
26/11/1967,Tunisia,Morocco,0,0,Olympic Games qualifier,Tunisia,FALSE
26/11/1967,Algeria,Libya,2,1,Olympic Games qualifier,Algeria,FALSE
26/11/1967,Upper Volta,Ivory Coast,3,2,Friendly,Upper Volta,FALSE
26/11/1967,Grenada,St Vincent & Grenadines,1,1,Windward Islands Champ,Dominica,TRUE
26/11/1967,Bulgaria,Portugal,1,0,European Championship qual,Bulgaria,FALSE
27/11/1967,Dominica,Saint Lucia,2,4,Windward Islands Champ,Dominica,FALSE
28/11/1967,Pakistan,Turkey,4,7,Friendly tournament,Pakistan,FALSE
29/11/1967,Saint Lucia,St Vincent & Grenadines,4,3,Windward Islands Champ,Dominica,TRUE
29/11/1967,Netherlands,Soviet Union,3,1,Friendly,Netherlands,FALSE
30/11/1967,Dominica,Grenada,2,4,Windward Islands Champ,Dominica,FALSE
30/11/1967,Martinique,Guadeloupe,1,0,Friendly tournament,Puerto Rico,TRUE
30/11/1967,Puerto Rico,Martinique,3,6,Friendly tournament,Puerto Rico,FALSE
30/11/1967,Puerto Rico,Guadeloupe,2,4,Friendly tournament,Puerto Rico,FALSE
02/12/1967,Sierra Leone,Guinea,2,1,Friendly,Sierra Leone,FALSE
02/12/1967,Trinidad and Tobago,Jamaica,1,0,Friendly tournament,Trinidad and Tobago,FALSE
02/12/1967,Grenada,Saint Lucia,2,1,Windward Islands Champ,Dominica,TRUE
03/12/1967,Mali,Congo,1,1,Friendly,Mali,FALSE
03/12/1967,Guatemala,Bermuda,1,1,Olympic Games qualifier,Guatemala,FALSE
03/12/1967,Dominica,St Vincent & Grenadines,1,2,Windward Islands Champ,Dominica,FALSE
06/12/1967,Mauritius,Ethiopia,0,2,Friendly,Mauritius,FALSE
06/12/1967,Mexico,Hungary,2,1,Friendly,Mexico,FALSE
06/12/1967,England,Soviet Union,2,2,Friendly,England,FALSE
06/12/1967,Romania,East Germany,0,1,Olympic Games qualifier,Romania,FALSE
08/12/1967,Mexico,Hungary,0,2,Friendly,Mexico,FALSE
09/12/1967,Haiti,Costa Rica,3,2,Olympic Games qualifier,Haiti,FALSE
10/12/1967,Thailand,Malaysia,4,0,SE Asian Peninsula Games,Thailand,FALSE
10/12/1967,Saudi Arabia,Tunisia,4,0,Friendly,Saudi Arabia,FALSE
10/12/1967,Madagascar,Ethiopia,1,0,Olympic Games qualifier,Madagascar,FALSE
10/12/1967,Bermuda,Guatemala,0,0,Olympic Games qualifier,Bermuda,FALSE
11/12/1967,South Vietnam,Laos,5,0,SE Asian Peninsula Games,Thailand,TRUE
11/12/1967,Burma,Malaysia,2,1,SE Asian Peninsula Games,Thailand,TRUE
12/12/1967,Thailand,Burma,0,1,SE Asian Peninsula Games,Thailand,FALSE
13/12/1967,Cameroon,Ghana,1,0,Olympic Games qualifier,Cameroon,FALSE
13/12/1967,Chile,Hungary,4,5,Friendly,Chile,FALSE
14/12/1967,Thailand,South Vietnam,0,5,SE Asian Peninsula Games,Thailand,FALSE
14/12/1967,Burma,Laos,2,0,SE Asian Peninsula Games,Thailand,TRUE
15/12/1967,Thailand,Laos,5,2,SE Asian Peninsula Games,Thailand,FALSE
16/12/1967,Burma,South Vietnam,2,1,SE Asian Peninsula Games,Thailand,TRUE
17/12/1967,Kenya,Zambia,1,5,Friendly tournament,Kenya,FALSE
17/12/1967,Ethiopia,Madagascar,8,3,Olympic Games qualifier,Ethiopia,FALSE
17/12/1967,Ghana,Cameroon,3,2,Olympic Games qualifier,Ghana,FALSE
17/12/1967,Chile,Soviet Union,1,4,Friendly,Chile,FALSE
17/12/1967,Albania,West Germany,0,0,European Championship qual,Albania,FALSE
17/12/1967,Portugal,Bulgaria,0,0,European Championship qual,Portugal,FALSE
19/12/1967,Kenya,Zambia,3,4,Friendly tournament,Kenya,FALSE
23/12/1967,Nigeria,Ghana,2,2,Azikwe Cup,Nigeria,FALSE
23/12/1967,France,Luxembourg,3,1,European Championship qual,France,FALSE
23/12/1967,Italy,Switzerland,4,0,European Championship qual,Italy,FALSE
24/12/1967,DR Congo,Romania,1,1,Friendly,DR Congo,FALSE
31/12/1967,Ethiopia,Kenya,2,0,Friendly,Ethiopia,FALSE
31/12/1967,Pakistan,Saudi Arabia,1,1,Friendly,Pakistan,FALSE
31/12/1967,Liberia,DR Congo,1,4,Friendly,Liberia,FALSE
10/01/1968,Israel,Belgium,0,2,Friendly,Israel,FALSE
11/01/1968,Ethiopia,Uganda,2,1,African Nations Cup,Ethiopia,FALSE
11/01/1968,Ivory Coast,Algeria,3,0,African Nations Cup,Ethiopia,TRUE
12/01/1968,DR Congo,Congo,3,0,African Nations Cup,Ethiopia,TRUE
12/01/1968,Ghana,Senegal,2,2,African Nations Cup,Ethiopia,TRUE
14/01/1968,Thailand,Iraq,0,4,Olympic Games qualifier,Thailand,FALSE
14/01/1968,Algeria,Uganda,4,0,African Nations Cup,Ethiopia,TRUE
14/01/1968,Ethiopia,Ivory Coast,1,0,African Nations Cup,Ethiopia,FALSE
14/01/1968,Ghana,DR Congo,2,1,African Nations Cup,Ethiopia,TRUE
14/01/1968,Senegal,Congo,2,1,African Nations Cup,Ethiopia,TRUE
16/01/1968,Indonesia,Iraq,2,1,Olympic Games qualifier,Thailand,TRUE
16/01/1968,Ivory Coast,Uganda,2,1,African Nations Cup,Ethiopia,TRUE
16/01/1968,Ethiopia,Algeria,3,1,African Nations Cup,Ethiopia,FALSE
16/01/1968,DR Congo,Senegal,2,1,African Nations Cup,Ethiopia,TRUE
16/01/1968,Ghana,Congo,3,1,African Nations Cup,Ethiopia,TRUE
18/01/1968,Thailand,Indonesia,1,0,Olympic Games qualifier,Thailand,FALSE
19/01/1968,Ethiopia,DR Congo,2,3,African Nations Cup,Ethiopia,FALSE
19/01/1968,Ghana,Ivory Coast,4,3,African Nations Cup,Ethiopia,TRUE
20/01/1968,Thailand,Iraq,2,1,Olympic Games qualifier,Thailand,FALSE
21/01/1968,Ethiopia,Ivory Coast,0,1,African Nations Cup,Ethiopia,FALSE
21/01/1968,DR Congo,Ghana,1,0,African Nations Cup,Ethiopia,TRUE
22/01/1968,Indonesia,Iraq,1,1,Olympic Games qualifier,Thailand,TRUE
24/01/1968,Thailand,Indonesia,2,1,Olympic Games qualifier,Thailand,FALSE
27/01/1968,Nigeria,Sierra Leone,4,1,Friendly,Nigeria,FALSE
14/02/1968,Israel,Switzerland,2,1,Friendly,Israel,FALSE
17/02/1968,Cyprus,Switzerland,2,1,European Championship qual,Cyprus,FALSE
19/02/1968,Israel,Sweden,0,3,Friendly,Israel,FALSE
24/02/1968,Scotland,England,1,1,Euro Ch q & British Ch,Scotland,FALSE
25/02/1968,Upper Volta,Guinea,2,0,Friendly,Upper Volta,FALSE
28/02/1968,Wales,Northern Ireland,2,0,Euro Ch q & British Ch,Wales,FALSE
28/02/1968,Spain,Sweden,3,1,Friendly,Spain,FALSE
03/03/1968,Guatemala,Bermuda,2,1,Olympic Games qualifier,El Salvador,TRUE
03/03/1968,Mexico,Soviet Union,0,0,Friendly,Mexico,FALSE
05/03/1968,El Salvador,Cuba,3,0,Olympic Games qualifier,El Salvador,FALSE
05/03/1968,Netherlands Antilles,Trinidad and Tobago,3,0,Olympic Games qualifier,Netherlands Antilles,FALSE
06/03/1968,Belgium,West Germany,1,3,Friendly,Belgium,FALSE
07/03/1968,Guinea,DR Congo,1,0,Friendly,Guinea,FALSE
07/03/1968,Cuba,El Salvador,1,2,Olympic Games qualifier,Cuba,FALSE
07/03/1968,Mexico,Soviet Union,1,1,Friendly,Mexico,FALSE
07/03/1968,Trinidad and Tobago,Netherlands Antilles,4,0,Olympic Games qualifier,Trinidad and Tobago,FALSE
10/03/1968,El Salvador,Trinidad and Tobago,2,0,Olympic Games qualifier,El Salvador,FALSE
10/03/1968,Mexico,Soviet Union,0,0,Friendly,Mexico,FALSE
12/03/1968,Trinidad and Tobago,El Salvador,1,2,Olympic Games qualifier,Trinidad and Tobago,FALSE
13/03/1968,Turkey,Tunisia,0,0,Friendly,Turkey,FALSE
17/03/1968,Israel,Ceylon,7,0,Olympic Games qualifier,Israel,FALSE
